iter	Logloss
235	0.4124350197
236	0.412116514
237	0.4117150989
238	0.4113620375
239	0.4112145985
240	0.4107797042
241	0.4104704764
242	0.410394445
243	0.4100765801
244	0.4098882648
245	0.409599913
246	0.4094734203
247	0.4091294507
248	0.4090146205
249	0.4086308375
250	0.4084494194
251	0.408217824
252	0.4081180176
253	0.4078786695
254	0.4077183656
255	0.4074804809
256	0.4073207895
257	0.4071785562
258	0.4068642726
259	0.4066890878
260	0.4065987546
261	0.4063823183
262	0.4060605205
263	0.4059726853
264	0.4056671594
265	0.4054381157
266	0.405234105
267	0.4049678914
268	0.4046601204
269	0.4043842023
270	0.404107961
271	0.4039845749
272	0.4038106376
273	0.4033785805
274	0.4032414466
275	0.4030147137
276	0.402811787
277	0.4025135278
278	0.4023073655
279	0.4021248604
280	0.4019924432
281	0.4017677963
282	0.4014466879
283	0.4010486878
284	0.4009141467
285	0.4007430565
286	0.4005899121
287	0.4002766176
288	0.3998655773
289	0.3997201511
290	0.3995896943
291	0.3993664225
292	0.3991593249
293	0.3990219973
294	0.3988532637
295	0.3986640527
296	0.3983458407
297	0.398037402
298	0.3978865102
299	0.3976201126
300	0.3974732249
301	0.3973109274
302	0.3970839479
303	0.3969072965
304	0.3966905276
305	0.3965166195
306	0.3962839327
307	0.3960439501
308	0.3958359562
309	0.3956637306
310	0.3954031502
311	0.3951351633
312	0.3949503375
313	0.3946889145
314	0.3944854413
315	0.3942974183
316	0.3941806281
317	0.3940948169
318	0.3938981825
319	0.3937139962
320	0.393389776
321	0.393185787
322	0.393006913
323	0.3928177572
324	0.3926304165
325	0.3923068825
326	0.3920872326
327	0.3919532393
328	0.3917710993
329	0.3914637917
330	0.3912485131
331	0.3910295498
332	0.3908249093
333	0.3906640842
334	0.3904842608
335	0.3903691372
336	0.3901113037
337	0.389960184
338	0.3896526625
339	0.3894545171
340	0.3893004081
341	0.38905363
342	0.3888983818
343	0.3885978225
344	0.3884096321
345	0.3881910881
346	0.3880387703
347	0.3877420779
348	0.387505631
349	0.3873200353
350	0.3871231582
351	0.3869378387
352	0.3867315042
353	0.38641496
354	0.3861898059
355	0.3860036863
356	0.3858253513
357	0.3856829497
358	0.3854955899
359	0.3853019378
360	0.3851161606
361	0.384862539
362	0.3845762987
363	0.3843962191
364	0.3842056119
365	0.3839036109
366	0.3837201251
367	0.383506603
368	0.3832440164
369	0.3830380786
370	0.3828720831
371	0.3826763344
372	0.3824164598
373	0.3822291062
374	0.3819617284
375	0.3818700893
376	0.3816099963
377	0.3813704217
378	0.3811333302
379	0.3808890981
380	0.3806451841
381	0.3805503959
382	0.3802619703
383	0.3800373302
384	0.3797690956
385	0.3794833146
386	0.3792563441
387	0.3791158663
388	0.3789777135
389	0.3788723753
390	0.3786353795
391	0.3784335512
392	0.3782113246
393	0.3780397379
394	0.3779171037
395	0.3777925745
396	0.377674396
397	0.3774279813
398	0.3772812659
399	0.3771725403
400	0.3768901684
401	0.3768070758
402	0.3766272224
403	0.3764376913
404	0.3762633642
405	0.3761445149
406	0.3759917694
407	0.3757471767
408	0.3755696332
409	0.3753786636
410	0.3752171493
411	0.3750770501
412	0.3748085674
413	0.3746641583
414	0.3743810583
415	0.3742975503
416	0.3741652161
417	0.3740473776
418	0.3739015676
419	0.3738106883
420	0.3737074334
421	0.3735601345
422	0.3732700262
423	0.3730891671
424	0.3728478935
425	0.3726073755
426	0.3722959283
427	0.3720387535
428	0.3718903812
429	0.3717045633
430	0.3715093909
431	0.3713341942
432	0.3711244839
433	0.3708272399
434	0.3706794696
435	0.3703452169
436	0.3701664671
437	0.3700568799
438	0.3698405408
439	0.3695156879
440	0.36932747
441	0.3691909902
442	0.3689380514
443	0.3688364438
444	0.3685660271
445	0.3684454582
446	0.368247034
447	0.368133088
448	0.3680157439
449	0.3677449289
450	0.3674803125
451	0.3673289484
452	0.3671686769
453	0.367039056
454	0.3668212151
455	0.3666674709
456	0.3665150507
457	0.3663570826
458	0.3661555051
459	0.3659561025
460	0.3656557439
461	0.3655599943
462	0.3653154103
463	0.3650306831
464	0.3648044761
465	0.364654633
466	0.364502737
467	0.3643895523
468	0.3642509675
469	0.3641787596
470	0.3639466774
471	0.363808742
472	0.3636022803
473	0.3634614437
474	0.3633117087
475	0.3630929607
476	0.3628148359
477	0.3626719722
478	0.3625017169
479	0.3623796961
480	0.3622601003
481	0.3619917572
482	0.3617566769
483	0.3614839927
484	0.3612294579
485	0.3610424925
486	0.3608669662
487	0.3607857372
488	0.3606273023
489	0.3604921532
490	0.360339851
491	0.3600992132
492	0.359735136
493	0.3595936385
494	0.3593500889
495	0.3591169704
496	0.3589425434
497	0.358730258
498	0.3585648357
499	0.3583902378
500	0.3582418073
501	0.3580782729
502	0.3579773851
503	0.3576962648
504	0.3576076138
505	0.3574487745
506	0.3572950644
507	0.3571048755
508	0.3569752554
509	0.3568072464
510	0.3566315705
511	0.356442522
512	0.3561985701
513	0.3559374354
514	0.3556661221
515	0.3555158138
516	0.355356154
517	0.3551382257
518	0.3550572039
519	0.3548058132
520	0.3546632194
521	0.3544868763
522	0.3543514847
523	0.3542645302
524	0.3540959215
525	0.353936721
526	0.3537791043
527	0.3536078112
528	0.3533969677
529	0.3531425018
530	0.353001487
531	0.3527875327
532	0.3526251491
533	0.352459058
534	0.3523016039
535	0.3520993157
536	0.3517642542
537	0.3516250759
538	0.3514751091
539	0.351219398
540	0.3509557375
541	0.3508791951
542	0.3506978864
543	0.3504344464
544	0.3503582558
545	0.3501401853
546	0.3499156005
547	0.3496326328
548	0.3494671645
549	0.3492579265
550	0.3490233097
551	0.3488677739
552	0.3487070369
553	0.3484635721
554	0.3482698942
555	0.3480907125
556	0.347852805
557	0.3476860637
558	0.3476022521
559	0.3474104806
560	0.3473136842
561	0.3471468667
562	0.3469986513
563	0.346810377
564	0.3465920472
565	0.3464517242
566	0.3463303152
567	0.3462136139
568	0.3460808495
569	0.345921665
570	0.3457160933
571	0.3455745289
572	0.3454933291
573	0.3453796569
574	0.3452798781
575	0.3450930474
576	0.3448660184
577	0.3447332479
578	0.3444542559
579	0.344297753
580	0.3441322777
581	0.3439851785
582	0.3438771101
583	0.3437561854
584	0.3435956154
585	0.343399209
586	0.3432692442
587	0.3431249428
588	0.3429565664
589	0.3427270556
590	0.3424954999
591	0.3423999903
592	0.3422522611
593	0.3420691094
594	0.3417928201
595	0.3416218853
596	0.3415493085
597	0.3414240211
598	0.3412713696
599	0.3411426526
600	0.3409692005
601	0.3407598766
602	0.3406453255
603	0.3405424099
604	0.3403707483
605	0.3402447273
606	0.3400153014
607	0.3398686363
608	0.3397382834
609	0.3395993124
610	0.339501007
611	0.3393662084
612	0.3392081206
613	0.3390664395
614	0.3389871647
615	0.3387621917
616	0.3386582949
617	0.338423506
618	0.3382010709
619	0.338109258
620	0.3380079751
621	0.3378099838
622	0.3376460118
623	0.3375158952
624	0.3373132129
625	0.3372124372
626	0.3370641103
627	0.3369242202
628	0.3367574912
629	0.3366098383
630	0.3364986305
631	0.3362892677
632	0.3360899384
633	0.3360304161
634	0.3358919554
635	0.335792985
636	0.3356826104
637	0.3355791695
638	0.335493775
639	0.3353603635
640	0.3351817686
641	0.3350398063
642	0.3349138695
643	0.3348108797
644	0.3346625273
645	0.3344870396
646	0.3343141776
647	0.334098773
648	0.33393965
649	0.3337526443
650	0.3336825279
651	0.3335914646
652	0.3335190012
653	0.3333850639
654	0.3332304412
655	0.3330995157
656	0.3330115805
657	0.332894502
658	0.3327971308
659	0.3326330891
660	0.3325307297
661	0.3323752527
662	0.3322301802
663	0.3320838262
664	0.3320063766
665	0.3318662589
666	0.3316897104
667	0.3314998107
668	0.3313923928
669	0.3312159405
670	0.331065192
671	0.3310387249
672	0.330816978
673	0.3307258123
674	0.330631389
675	0.3304910496
676	0.3303975913
677	0.3302543675
678	0.3300727717
679	0.3299435384
680	0.3298523416
681	0.3296680935
682	0.3296042693
683	0.3294807964
684	0.3294229301
685	0.3292791841
686	0.3292240905
687	0.329080785
688	0.3289118328
689	0.3287779709
690	0.3286018829
691	0.3284357138
692	0.3282997112
693	0.328131068
694	0.3280666531
695	0.3279161792
696	0.3277866233
697	0.3277049448
698	0.3275263546
699	0.3273766552
700	0.3272782902
701	0.3270369545
702	0.3268301623
703	0.3267501332
704	0.3266150981
705	0.3265354042
706	0.3264442724
707	0.3262828011
708	0.3261463925
709	0.326023829
710	0.3258495355
711	0.3257246354
712	0.3256038739
713	0.325439994
714	0.3253050594
715	0.3251862818
716	0.3250277023
717	0.3249765628
718	0.3248371117
719	0.3247327503
720	0.3246115937
721	0.3245143797
722	0.3243628782
723	0.3242440689
724	0.3240962196
725	0.3238960805
726	0.3237364686
727	0.3236133236
728	0.323525782
729	0.3234439088
730	0.3232993245
731	0.3231581261
732	0.3230525062
733	0.3229660698
734	0.322830384
735	0.3226746624
736	0.322561747
737	0.3222904745
738	0.3221246236
739	0.3220158066
740	0.3219864765
741	0.32183144
742	0.3216805954
743	0.3215851458
744	0.3214548428
745	0.3214189097
746	0.3213304373
747	0.3212542925
748	0.3211140888
749	0.3208777254
750	0.3206616649
751	0.3205401513
752	0.3204177724
753	0.3203279421
754	0.320191117
755	0.3201012233
756	0.3200108732
757	0.3198055809
758	0.3196858337
759	0.3195634606
760	0.3194236437
761	0.3192393068
762	0.3190898813
763	0.3189934949
764	0.3188239996
765	0.3186982834
766	0.3185315081
767	0.3184371934
768	0.3182914991
769	0.3180566881
770	0.3179680162
771	0.3177657284
772	0.3175636184
773	0.3174225723
774	0.3172350728
775	0.3170967012
776	0.3170321385
777	0.3168856513
778	0.3167168049
779	0.3165808224
780	0.3164813856
781	0.316291652
782	0.3160733419
783	0.3159440014
784	0.315767713
785	0.3156648131
786	0.3155634384
787	0.3154113441
788	0.3152856659
789	0.3151542356
790	0.3148952112
791	0.3147185657
792	0.3145843334
793	0.3143896191
794	0.3143258238
795	0.3142675013
796	0.3141381007
797	0.3139755941
798	0.3138043684
799	0.3136794596
800	0.3136052427
801	0.3134841489
802	0.3133610991
803	0.3132852092
804	0.3131523593
805	0.3129413027
806	0.3128731758
807	0.3127704972
808	0.3126506454
809	0.3125177531
810	0.3122971145
811	0.3121217759
812	0.3120744553
813	0.3118956878
814	0.3117809637
815	0.3116020186
816	0.3115252294
817	0.311473651
818	0.3112997138
819	0.3111584149
820	0.311039961
821	0.3109365353
822	0.3108779521
823	0.3107093668
824	0.3105904831
825	0.3104715833
826	0.3103484924
827	0.3101350922
828	0.310089188
829	0.3100428257
830	0.3099309703
831	0.3098096788
832	0.3096695412
833	0.309539877
834	0.309400831
835	0.3093537588
836	0.3092012734
837	0.3090843672
838	0.3090158452
839	0.3088965949
840	0.3088380457
841	0.3087425554
842	0.3085535657
843	0.3084327882
844	0.3082843075
845	0.308184537
846	0.3080508248
847	0.3078865417
848	0.3077887326
849	0.3077175292
850	0.3076278336
851	0.3075467822
852	0.3074580244
853	0.307273083
854	0.3072015818
855	0.3070872328
856	0.3069331795
857	0.3067200178
858	0.3066417465
859	0.3065669235
860	0.3064102695
861	0.306291413
862	0.3061310135
863	0.3059799024
864	0.305851023
865	0.3057246577
866	0.3056401231
867	0.3055955726
868	0.3054607332
869	0.3053315641
870	0.3051977802
871	0.3050748764
872	0.3049980748
873	0.3048889146
874	0.3047805274
875	0.304694515
876	0.304532707
877	0.304420904
878	0.3043585306
879	0.3042589281
880	0.3042092707
881	0.3040318046
882	0.3039186546
883	0.3036886201
884	0.3035488301
885	0.303530779
886	0.3034162637
887	0.3033231261
888	0.3032350312
889	0.3031699113
890	0.303034222
891	0.3029660641
892	0.3028682669
893	0.3027178482
894	0.3026514734
895	0.3025681885
896	0.3024015948
897	0.3022921521
898	0.3021765304
899	0.3021189529
900	0.3020814877
901	0.3019599977
902	0.3018238079
903	0.3016762658
904	0.3015708995
905	0.301487906
906	0.301418399
907	0.301335307
908	0.3012256668
909	0.301100526
910	0.3009702767
911	0.300855546
912	0.3007144272
913	0.3006045164
914	0.3004573852
915	0.3003247301
916	0.3002103245
917	0.3000776384
918	0.3000438849
919	0.2999408973
920	0.2998306817
921	0.2997111312
922	0.299570195
923	0.299448668
924	0.2993395612
925	0.2991954853
926	0.2989863174
927	0.2988376266
928	0.2987625291
929	0.2986304392
930	0.2985534698
931	0.2983872232
932	0.2982503981
933	0.2981354847
934	0.2979632361
935	0.2978874267
936	0.2978072575
937	0.2977199246
938	0.2975972739
939	0.2974492775
940	0.2973452901
941	0.2972492034
942	0.2971444337
943	0.2970824037
944	0.2969326636
945	0.2968095548
946	0.2967256264
947	0.2966061089
948	0.2964882262
949	0.2963739018
950	0.2962169327
951	0.2961059855
952	0.2960045387
953	0.2959304556
954	0.2958169039
955	0.2957244054
956	0.2956058041
957	0.2954605322
958	0.2954112816
959	0.2952942062
960	0.2952747103
961	0.29515677
962	0.2950663731
963	0.2949658656
964	0.294812393
965	0.294587112
966	0.2944228784
967	0.2942863156
968	0.2941015295
969	0.2940226943
970	0.2938886579
971	0.2938272988
972	0.2937347423
973	0.293638351
974	0.2935365627
975	0.2933411876
976	0.2931681901
977	0.2930980744
978	0.2930362547
979	0.2929219062
980	0.2928184682
981	0.2927335073
982	0.2926410653
983	0.2925004998
984	0.2923622949
985	0.2922825687
986	0.2921256439
987	0.2919882554
988	0.2918781559
989	0.2917531803
990	0.2916216579
991	0.2915178518
992	0.2913524646
993	0.2911144048
994	0.2910220749
995	0.2908875556
996	0.2907660229
997	0.2906802787
998	0.2905442668
999	0.290446837
